,0,1
0,83타워,대구광역시 달서구 두류동 두류공원로 200
1,대구수목원,대구광역시 달서구 화암로 342
2,두류공원,대구광역시 달서구 성당동 154
3,김광석 다시그리기길,대구광역시 중구 대봉동
4,서문시장,대구광역시 중구 큰장로26길 45
5,불로동 고분군,대구광역시 동구 불로동 335
6,대구아쿠아리움,대구광역시 동구 동부로 149
7,국립대구박물관,대구광역시 수성구 청호로 321
8,성당못,대구광역시 달서구 성당동
9,대구근대역사관,대구광역시 중구 경상감영길 67
10,팔공산케이블카,대구광역시 동구 용수동 팔공산로185길 51
11,국채보상운동기념공원,대구광역시 중구 국채보상로 670
12,도동서원(道東書院),대구광역시 달성군 구지면 구지서로 726
13,대구미술관,대구광역시 수성구 미술관로 40
