,0,1
0,펭귄마을,광주광역시 남구 양림동 201-64
1,5.18자유공원,광주광역시 서구 치평동 1161-6
2,풍암 호수공원,광주광역시 서구 풍암동 월드컵서로 71-3
3,사직전망타워,광주광역시 남구 사직길 49 (사동)
4,광주광역시립미술관,광주광역시 북구 하서로 52
5,송산유원지,광주광역시 광산구 송산동 195
6,광주호 호수생태원,광주광역시 북구 석곡동 충효샘길 7
7,무등산 지산유원지,광주광역시 동구 지산동 산63-1
8,국립광주박물관,광주광역시 북구 하서로 110
9,무등산 국립공원,광주광역시 북구 무등로 1550
10,청춘발산마을,광주광역시 서구 천변좌로108번길 17-13
11,리프트카,광주광역시 서구 천변좌로108번길 17-13
12,월봉서원,광주광역시 광산구 광산동 452
13,국립광주과학관,광주광역시 북구 첨단과기로 235
