,0,1
0,감천문화마을,부산광역시 사하구 감내1로 200
1,태종대,부산광역시 영도구 전망로 24
2,용두산공원,부산광역시 중구 용두산길 37-55
3,다이아몬드타워 (부산타워),부산광역시 중구 용두산길 37-30
4,오륙도 스카이워크,부산광역시 남구 오륙도로 137
5,초량 이바구길,부산광역시 동구 초량상로 49
6,청사포 다릿돌전망대,부산광역시 해운대구 중동 산3-9
7,흰여울문화마을,부산광역시 영도구 영선동4가 1043
8,해동용궁사,부산광역시 기장군 용궁길 86
9,168계단,부산광역시 동구 영초길 191
10,국제시장,부산광역시 중구 국제시장2길 25
11,BIFF광장,부산광역시 중구 구덕로 58-1
12,아미산 전망대,부산광역시 사하구 다대낙조2길 77
13,이기대,부산광역시 남구 용호3동 이기대공원로 105-20
