index,name,address,description,latitude,longitude,level
2,유치자연휴양림,전라남도 장흥군 유치면 신월리 443,",",34.771325,126.834524,2
3,귀족호도박물관,전라남도 장흥군 장흥읍 향양리 862-1,",",34.6749262,126.9191676,2
6,보림사,전라남도 장흥군 유치면 봉덕리 45,",",34.8079362,126.89679323706588,2
9,사인정,전라남도 장흥군 장흥읍 송암리 359,",",34.654435,126.875207,2
