index,name,address,description,latitude,longitude,level
0,함평자연생태공원,전라남도 함평군 대동면 운교리 500-1,",",35.1346557,126.505172,2
2,한옥마을,전라남도 함평군 해보면 산내리,",",37.5982217,126.99808558362564,2
4,용천사,전라남도 함평군 해보면 광암리 415,",",37.4748018,126.9435478,2
13,달맞이공원,전라남도 함평군 월야면 용월리,",",37.72043595,126.70704136217788,2
