index,name,address,description,latitude,longitude,level
0,태평염전,전라남도 신안군 증도면 대초리,방문객이 직접 해 볼 수 있는 다양한 액티비티가 있는 소금 농장이며 소금 생산지가 내려다보입니다.,0.0,0.0,2
3,김대중대통령생가,전라남도 신안군 하의면 후광길 255,",",34.63190155,126.02960754915706,2
7,짱뚱어다리,전라남도 신안군 증도면,",",34.9925411,126.136466,2
10,천사섬 분재공원,전라남도 신안군 압해읍 수락길 330,",",34.843504499999995,126.25181974315149,2
13,간암도,전라남도 신안군 하의면 후광리 산104,",",34.666965700000006,126.01983046335752,2
