index,name,address,description,latitude,longitude,level
0,진도타워,전라남도 진도군 군내면 만금길 112-41,",",34.56613295,126.30244362409772,2
2,도리산 전망대,전라남도 진도군 조도면 조도대로 54,",",34.32835215,126.00504535,2
5,진도대교,전라남도 진도군 군내면,",",34.5732736,126.3070207,2
7,진도,전라남도 진도군 진도읍 포산리,",",34.4867515,126.2629264,2
8,국립진도자연휴양림,전라남도 진도군 임회면 굴포리 산2,",",34.3575571,126.1863404,2
10,공도,전라남도 진도군 조도면 가사도리 산85,",",36.99963635,127.1676177780782,2
