,0,1
0,삽교호 관광지,충청남도 당진시 신평면 삽교천3길 100
1,왜목마을,충청남도 당진시 석문면 교로리 844-25
2,삽교호 바다공원,충청남도 당진시 신평면 운정리
3,삽교호함상공원,충청남도 당진시 신평면 운정리 197-3
4,아미미술관,충청남도 당진시 시 순성면 남부로 753-4
5,당진 면천읍성,충청남도 당진시 면천면 성상리 821-6
6,당진 삽교호,충청남도 당진시 신평면 삽교천3길 72 (신평면)
7,삼선산수목원,충청남도 당진시 삼선산수목원길 79
8,삽교호놀이동산,충청남도 당진시 시 신평면 삽교천3길 15
9,순성벚꽃길,충청남도 당진시 시 오류동길 107
10,합덕제,충청남도 당진시 합덕읍 합덕리 348-3
11,기지시줄다리기박물관,충청남도 당진시 합덕읍 합덕리 348-3
12,당진 안국사지 석탑,충청남도 당진시 정미면 수당리
13,삽교천,충청남도 당진시 신평면 삽교천길
