,0,1
0,백제문화단지,충청남도 부여군 규암면 백제문로 455
1,천정대 백제보,충청남도 부여군 부여읍 자왕리 531-15
2,성흥산 사랑나무,충청남도 부여군 임천면 지토리 성흥산성
3,국립부여박물관,충청남도 부여군 부여읍 금성로 5
4,부여서동요역사관광지,충청남도 부여군 충화면 가화리 279
5,부여군 사적관리소,충청남도 부여군 부여읍 부소로 35
6,구드래조각공원,충청남도 부여군 부여읍 구교리
7,궁남지 포룡정,충청남도 부여군 부여읍 동남리 117
8,정림사지박물관,충청남도 부여군 부여읍 동남리 364
9,부여관북리백제유적,충청남도 부여군 부여읍 관북리 33
10,생산소,충청남도 부여군 규암면 수북로41번길 9-7 KR
11,백제왕릉원,충청남도 부여군 규암면 수북로41번길 9-7 KR
12,사비문,충청남도 부여군 석성면 증산리
13,정림사지 오층석탑,충청남도 부여군 부여읍 동남리 254
