index,name,address,description,latitude,longitude,level
0,수락계곡,충청남도 논산시 벌곡면 수락리,",",36.137236,127.32004,4
2,미내다리,충청남도 논산시 채운면 삼거리 541,",",36.1533089,127.030983,4
4,관촉사,충청남도 논산시 관촉로1번길 25,",",36.1884477,127.1130245725876,4
7,백제군사박물관,충청남도 논산시 부적면 충곡로 311-54,",",36.192362,127.1811874,4
11,반야사,충청남도 논산시 채운면 야화리 390,",",37.4644739,126.72568159346828,4
