index,name,address,description,latitude,longitude,level
1,12폭포,충청남도 금산군 남이면 구석리,",",36.01531,127.4798707,3
5,칠백의총,충청남도 금산군 금성면 의총길 50,",",36.130599200000006,127.49275948921144,3
12,적벽강,충청남도 금산군 제원면 신안리 52,",",35.6382875,126.4642327,3
13,하늘물빛정원,충청남도 금산군 추부면 검한1길 156,",",36.2242568,127.48352752856542,3
