,0,1
0,대금굴,강원도 삼척시 신기면 환선로 800
1,환선굴(幻仙窟),강원도 삼척시 신기면 환선로 800
2,삼척해양레일바이크 용화정거장,강원도 삼척시 근덕면 용화해변길 23
3,환선굴매표소,강원도 삼척시 신기면 대이리
4,삼척해상케이블카 장호역,강원도 삼척시 근덕면 장호항길 12-10 삼척 해상 케이블카 장호 역
5,용굴촛대바위길,강원도 삼척시 근덕면 초곡리 20-42
6,삼척해변역,강원도 삼척시 갈천동 수로부인길 542
7,삼척 대이리 동굴지대,강원도 삼척시 신기면 대이리 산117
8,삼척 오십천변 장미공원,강원도 삼척시 정상동 416
9,삼척모노레일,강원도 삼척시 신기면 대이리 102-3
10,죽서루,강원도 삼척시 죽서루길 37
11,내평계곡,강원도 삼척시 근덕면 동막리
12,강원종합박물관,강원도 삼척시 신기면 강원남부로 3016
13,삼척중앙시장,강원도 삼척시 남양동 55-5
