,0,1
0,고성 왕곡마을,강원도 고성군 죽왕면 오봉리
1,화진포,강원도 고성군 거진읍 화진포길 280
2,DMZ 박물관,강원도 고성군 현내면 통일전망대로 369
3,능파대,강원도 고성군 죽왕면 문암진리
4,화진포의 성(김일성 별장),강원도 고성군 거진읍 화진포길 280
5,고성통일전망타워,강원도 고성군 현내면 금강산로 481
6,소똥령농촌체험휴양마을,강원도 고성군 간성읍 소똥령마을길 82
7,천학정,강원도 고성군 토성면 교암리 177-1
8,이승만 대통령 별장,강원도 고성군 현내면 이승만별장길 33
9,도원리유원지,강원 고성군 토성면 도원1리
10,청간정,강원도 고성군 토성면 청간리 89-2
11,화진포 해양박물관,강원도 고성군 토성면 청간리 89-2
12,거진해맞이산림욕장,강원도 고성군 거진읍 거진리
13,장신유원지,강원도 고성군 간성읍 장신리 513
