index,name,address,description,latitude,longitude,level
0,두타연,강원도 양구군 방산면 고방산리 1019,",",38.2726591,127.9939994,1
1,을지전망대,강원도 양구군 해안면 후리 621,",",38.328426,128.1270817,1
2,제4땅굴,강원도 양구군 해안면 땅굴로 454,",",38.31951305,128.11039121758975,1
5,국토정중앙천문대,강원도 양구군 남면 국토정중앙로 127 KR,",",38.0689403,128.0297855,1
8,박수근미술관,강원도 양구군 양구읍 정림리 131-1 박수근로265-15,",",38.0963521,127.981444,1
10,광치자연휴양림,강원도 양구군 남면 가오작리 5-1,",",38.145174,128.07167,1
11,양구선사박물관,강원도 양구군 남면 가오작리 5-1,",",38.1235988,127.9904467,1
