,0,1
0,간현관광지,강원도 원주시 지정면 소금산길 26
1,소금산 출렁다리,강원도 원주시 지정면 소금산길 12
2,원주레일파크,강원도 원주시 지정면 간현로 163
3,소금산 그랜드밸리,강원도 원주시 지정면 소금산길 12
4,원주 강원감영,강원도 원주시 원일로 77
5,뮤지엄 산,강원도 원주시 지정면 오크밸리2길 260
6,원주 구룡사 보광루,강원도 원주시 소초면 학곡리 1029
7,소금산 울렁다리,강원도 원주시 지정면 소금산길 14
8,간현국민관광지 Ian’s,강원도 원주시 지정면 간현리 1108
9,나오라쇼,강원도 원주시 소금산길 12 소금산 그랜드밸리
10,원주시역사박물관,강원도 원주시 봉산로 134
11,소금잔도,강원도 원주시 지정면 간현리
12,원주중앙시장,강원도 원주시 중앙시장길 6
13,한지테마파크,강원도 원주시 무실동 한지공원길 151 KR
