,0,1
0,도담삼봉,충청북도 단양군 매포읍 삼봉로 644-13
1,수양개빛터널,충청북도 단양군 적성면 수양개유적로 390
2,만천하 스카이워크,충청북도 단양군 적성면 애곡리 94
3,사인암(舍人巖),충청북도 단양군 대강면 사인암2길 42
4,단양강 잔도길,충청북도 단양군 적성면 애곡리 산18-15
5,단양관광관지,충청북도 단양군 단양읍 소백산등산길 12
6,만천하스카이워크,충청북도 단양군 적성면 애곡리 5
7,만천하모노레일,충청북도 단양군 적성면 애곡리 94
8,더쎈패러글라이딩 단양패러글라이딩,충청북도 단양군 가곡면 두산길 254-6
9,덕절산,단양군 단성면
10,단양다누리아쿠아리움,충청북도 단양군 단양읍 별곡리 568
11,상선암,충청북도 단양군 단양읍 별곡리 568
12,양백폭포,충청북도 단양군 단양읍 기촌리
13,단양 적성,충청북도 단양군 단성면 하방리
