,0,1
0,삼년산성,충청북도 보은군 보은읍 어암리 산1-1
1,보은동헌,충청북도 보은군 보은읍 삼산로 56-14 (삼산리)
2,솔향공원,충청북도 보은군 속리산면 갈목리 77
3,만수계곡,충북 보은군 내속리면 만수리
4,보은 후율사,충청북도 보은군 수한면 차정리 30-4
5,오장환문학관,충청북도 보은군 회인면 회인로5길 12
6,서원계곡,충청북도 보은군 장안면 서원리
7,속리산레포츠,충청북도 보은군 속리산면 속리산로 596
8,속리산 말티재 (말티고개),충청북도 보은군 속리산면 갈목리 산19-6
9,구병리아름마을,충청북도 보은군 속리산면 구병리 299-2
10,속리산조각공원,충청북도 보은군 속리산면 사내리
11,선병우고가,충청북도 보은군 장안면 개안리 142-1
12,작은차돌백이,충청북도 보은군 장안면 개안리 142-1
13,속리산하늘빛식물원,충청북도 보은군 보은읍 성주리 213
