index,name,address,description,latitude,longitude,level
2,별빛마을,경상북도 영천시 화북면 정각리,",",37.4069192,126.73098169700576,4
7,보현산천문대,경상북도 영천시 화북면 정각길 475,",",36.16406975,128.9766820420578,4
8,시안미술관,경상북도 영천시 화산면 가래실로 364,유럽풍 학교 건물과 정원이 현대 한국미술 작품을 전시하는 공간으로 바뀌었습니다.,0.0,0.0,4
10,임고강변공원,"경상북도 영천시 임고면 Deogyeon-ri, 132-8",",",36.0465483,128.9919793,4
13,영천 조양각,경북 영천시 문화원길 6 (창구동),",",35.9669662,128.9328783,4
