,0,1
0,경주 월정교,경상북도 경주시 교동 48
1,경주보문관광단지,경상북도 경주시 보문로 446
2,경주교촌마을,경상북도 경주시 교동 교촌길 39-2
3,황리단길,경상북도 경주시 황남동 포석로 일대
4,경주타워,경상북도 경주시 경감로 614
5,경주 동궁원,경상북도 경주시 북군동 보문로 74-14
6,보문정 (普門亭),경상북도 경주시 신평동 보문로 424-33
7,동궁과 월지,경상북도 경주시 인왕동 원화로 102
8,경주월드,경상북도 경주시 보문로 544
9,경주 양남주상절리,경상북도 경주시 양남면 읍천리 405-3
10,경주버드파크,경상북도 경주시 보문로 74-14
11,국립경주박물관,경상북도 경주시 일정로 186
12,금장대,경상북도 경주시 석장동 산38-9
13,석굴암,경상북도 경주시 진현동 불국로 873-243
