index,name,address,description,latitude,longitude,level
0,화산마을,경상북도 군위군 고로면 화북리 1270-3,",",34.9324877,126.5956941,2
5,일연공원,경상북도 군위군 고로면 화북리,",",36.1194464,128.79098982238153,2
7,군위 아미타여래삼존 석굴,경상북도 군위군 부계면 남산리,",",36.04899535,128.6408653803524,2
9,인각사,경상북도 군위군 고로면 삼국유사로 250,",",35.14684925,129.07529515,2
13,장곡자연휴양림,경상북도 군위군 고로면 장곡휴양림길 195,",",36.129139,128.837034,2
