index,name,address,description,latitude,longitude,level
0,청도 프로방스,경상북도 청도군 화양읍 이슬미로 272-23,"모형과 동화 캐릭터, 음식점, 100곳 이상의 포토존이 있는 조명 장식의 테마파크입니다.",0.0,0.0,3
2,청도읍성,경상북도 청도군 화양읍 동상리,",",35.6488891,128.7035491,3
7,솔바람길,경상북도 청도군 운문면 운문사길,",",37.1535309,128.9821687,3
9,운문사,경상북도 청도군 운문면 운문사길 264,산속의 비구니 사찰이며 7개의 소중한 국가적 공예품을 소장하고 있습니다.,35.66109545,128.96029242844813,3
