,0,1
0,이천도자기마을,경기도 이천시 사음동
1,설봉공원,경기도 이천시 관고동 418-2
2,이천도예촌,경기도 이천시 신둔면 경충대로 2995
3,이천온천공원,경기도 이천시 안흥동 산1-3
4,삼형제바위,경기도 이천시 관고동 산65
5,이천시립월전미술관,경기도 이천시 관고동 경충대로2709번길 185
6,이천 신대리 백송,경기도 이천시 백사면 신대리 산32번지
7,별빛정원 우주,경기도 이천시 마장면 덕이로154번길 287-76
8,이천 설봉산성,경기도 이천시 사음동 산24
9,이천산수유마을,경기도 이천시 백사면 원적로775번길 17
10,이천시립박물관,경기도 이천시 경충대로2697번길 172
11,덕평공룡수목원,경기도 이천시 마장면 작촌로 282
12,길상요,경기도 이천시 마장면 작촌로 282
13,부학봉,경기도 이천시 관고동
