,0,1
0,소요산국민관광지,경기도 동두천시 상봉암동 산1-1
1,왕방계곡,경기도 동두천시 탑동동
2,동두천시 외국인 관광특구,경기도 동두천시 생연1동 571-82
3,자재암,경기도 동두천시 평화로2910번길 145
4,자유수호평화박물관,경기도 동두천시 평화로2910번길 96-63
5,원효폭포,경기도 동두천시 상봉암동 산 1-1
6,옥류폭포,경기도 동두천시 상봉암동
7,탑동유원지,경기도 동두천시 탑동동
8,장림계곡,경기도 동두천시 탑동동
9,경기북부어린이박물관,경기도 동두천시 평화로2910번길 46
10,쇠목계곡,경기도 동두천시 광암동
11,무지개약수터,경기도 동두천시 상패동 69
12,베스트,경기도 동두천시 상패동 69
13,소요산관광지야영장,경기도 동두천시 상봉암동 1-1
