index,name,address,description,latitude,longitude,level
2,재인폭포,경기도 연천군 연천읍 부곡리 220,",",38.068896,127.133054,3
4,역고드름,경기도 연천군 신서면 대광리 산173,",",38.2374398,127.1604033,3
