,0,1
0,광명동굴,경기도 광명시 학온동 가학로85번길 142
1,도덕산공원,경기도 광명시 광명동 317-80
2,가학산,경기도 광명시 소하동 산132-2
3,충현박물관,경기도 광명시 오리로347번길 5-6
4,베스트,경기도 광명시 소하동 48-55번지 동양2차아파트 201동 803호
5,광명 가학동 지석묘,경기도 광명시 가학동 산104
6,도덕산,경기도 광명시 광명7동
7,기형도문학관,경기도 광명시 오리로 268 기형도문학관
8,구름산 산림욕장,경기도 광명시 하안동 141-7
9,가림산,경기도 광명시 하안1동 576-58
10,현충근린공원,경기도 광명시 철산동 153
11,철망산공원,경기도 광명시 하안동 683
12,뱀쇠다리,경기도 광명시 하안동 683
13,햇빛광장,경기도 광명시 일직동 114 롯데몰 1층
