,0,1
0,중앙공원,경기도 성남시 분당구 성남대로 550
1,남한산성유원지,경기도 성남시 중원구 은행동 82-3
2,위례중앙광장,경기도 성남시 수정구 창곡동 506
3,수진공원,경기도 성남시 수정구 수진동
4,율동공원,경기도 성남시 분당구 율동 399
5,은행식물원,경기도 성남시 중원구 은행1동 1932-1
6,백현동 카페거리,경기도 성남시 분당구 백현동 265-5
7,수내동 가옥,경기도 성남시 분당구 수내동 84
8,희망대공원,경기도 성남시 수정구 공원로370번길 30
9,판교박물관,경기도 성남시 분당구 판교로 191
10,화랑공원,경기도 성남시 분당구 삼평동
11,대원공원,경기도 성남시 중원구 하대원동 182
12,망경암,경기도 성남시 중원구 하대원동 182
13,신구대학교 식물원,경기도 성남시 수정구 상적동 적푸리로 9
