index,name,address,description,latitude,longitude,level
1,석림사,경기도 의정부시 장암동 산147,",",37.70123955,127.06650160311456,5
3,망월사,경기도 의정부시 호원동 413,",",37.7102529,127.0473968,5
5,회룡사,경기도 의정부시 호원동 411,",",37.72013425,127.02752269018364,5
10,신숙주선생묘,경기도 의정부시 민락동,",",37.73753155,127.10637381814368,5
