,0,1
0,쁘띠프랑스,경기도 가평군 청평면 호반로 1063
1,가평레일파크,경기도 가평군 가평읍 장터길 14
2,남이섬,강원도 춘천시 남산면 남이섬길 1
3,자라섬,경기도 가평군 가평읍 대곡리
4,아침고요수목원,경기도 가평군 상면 수목원로 432
5,에덴벚꽃길,경기도 가평군 청평면 큰매골로 92
6,대성리국민관광지,경기도 가평군 청평면 대성리 395-3
7,명지계곡,경기도 가평군 북면 도대리
8,유명산 자연휴양림,경기도 가평군 설악면 유명산길 79-53
9,조종천계곡,경기도 가평군 상면 덕현리
10,조무락 계곡 폭포,경기도 가평군 북면 조무락골길
11,명지폭포,경기도 가평군 북면 도대리
12,호명산 잣나무숲,"주변, 산392 상천리 청평면 가평군 경기도"
13,나인포레스트 이화원,경기도 가평군 가평읍 자라섬로 64
