,0,1
0,화담숲,경기도 광주시 도척면 도척윗로 278
1,경기광주 한옥마을,경기도 광주시 목현동 93
2,팔당 전망대,"9F, 250-3 분원리 남종면 광주시 경기도"
3,천진암계곡,경기도 광주시 퇴촌면 우산리
4,남한산성 북문,경기도 광주시 중부면 산성리 661
5,율봄식물원,경기도 광주시 퇴촌면 태허정로 267-54
6,팔당 물안개공원,경기도 광주시 남종면 귀여리
7,경안천 습지생태공원,경기도 광주시 퇴촌면 정자동길 119
8,물방아관광지,경기도 광주시 중부면 남한산성로 619
9,남한산성행궁,경기도 광주시 남한산성면 남한산성로 784-29
10,곤지암 도자공원 (경기도자박물관),경기도 광주시 곤지암읍 삼리 72-1
11,중대물빛공원,경기도 광주시 곤지암읍 삼리 72-1
12,남한산성 지화문,경기도 광주시 중부면 산성리 산1173-3
13,경기도자박물관,경기도 광주시 곤지암읍 경충대로 727
