,0,1
0,국립과천과학관,경기도 과천시 상하벌로 110
1,중앙공원,경기도 과천시 별양동
2,서울랜드,경기도 과천시 광명로 181
3,과천 연주암 삼층석탑,경기도 과천시 중앙동 85-1
4,국립현대미술관 과천,경기도 과천시 광명로 313
5,국립과천과학관 곤충생태관,경기도 과천시 상하벌로 110
6,관악산(육봉 국기봉),경기도 과천시 갈현동 산106-2
7,추사박물관,경기도 과천시 추사로 78
8,온온사,경기도 과천시 관문동 107-5
9,관악산(팔봉 국기봉),경기도 과천시 중앙동
10,관악산(학바위),경기도 과천시
11,서울대공원,경기도 과천시
12,뽀로로벽화,경기도 과천시 별양동 38-5
13,과천 보광사 목조여래좌상,경기도 과천시 갈현동 126-21
