,0,1
0,직소폭포,전라북도 부안군 변산면 중계리 산95-10
1,변산해수욕장,전라북도 부안군 변산면 대항리
2,채석강,전라북도 부안군 변산면 격포리 301-1
3,변산마실길,전라북도 부안군 변산면 격포리
4,신재생에너지테마파크,전라북도 부안군 하서면 백련리 1107
5,부안 원숭이학교,전라북도 부안군 상서면 감교리 505
6,하섬,전북 부안군 변산면 마포리 하섬
7,부안영상테마파크,전라북도 부안군 변산면 격포로 309-64
8,부안 수성당,전라북도 부안군 변산면 격포리 산35-17
9,매창공원,전라북도 부안군 부안읍 서외리 567-3
10,전라좌수영세트장,전라북도 부안군 변산면 격포리 641
11,분옥담,전라북도 부안군 변산면 중계리
12,모항갯벌체험장,전라북도 부안군 변산면 중계리
13,곰소염전,전라북도 부안군 진서면 염전길 18
