,0,1
0,춘향테마파크,전라북도 남원시 노암동 양림길 14-9
1,남원관광단지,전북 남원시 어현동 남원관광단지
2,광한루원,전라북도 남원시 금동 요천로 1447
3,구룡계곡,전라북도 남원시 주천면
4,광한루(廣寒樓),전라북도 남원시 천거동 78
5,뱀사골 계곡,전라북도 남원시 산내면 부운리 산93-4
6,육모정계곡,전라북도 남원시 주천면 호경리
7,지리산허브밸리,전라북도 남원시 운봉읍 바래봉길 214
8,광한루,전라북도 남원시
9,남원랜드,전라북도 남원시 노암동 양림길 58-13
10,남원역 폐역,전라북도 남원시 동충동 197-1
11,오리정,전라북도 남원시 동충동 197-1
12,남원자연휴양림,전라북도 남원시 보산로 228
13,적벽마당,전라북도 남원시 노암동 804-1
