index,name,address,description,latitude,longitude,level
4,옥정호,전라북도 임실군 운암면 입석리 마암리 374-8(물안개길)낚시터,",",35.596187,127.11201826349318,3
9,붕어섬,전라북도 임실군 운암면 용운리 261-9,",",36.3898986,127.50993828808863,3
10,세심자연휴양림,전라북도 임실군 삼계면 임삼로 485,",",35.518998,127.250855,3
