,0,1
0,경암동철길마을 시작점,전라북도 군산시 경촌안3길 49 KR
1,은파관광지,전라북도 군산시 미룡동 53-27
2,경암동 철길마을,전라북도 군산시 경암동 Gyeongchon 4-gil
3,군산근대역사박물관,전라북도 군산시 해망로 240
4,신흥동 일본식가옥,전라북도 군산시 신흥동 구영1길 17
5,금강하구둑,전라북도 군산시 성산면 성덕리 411-1
6,대장도,전라북도 군산시 옥도면 대장도리 산40
7,은파호수공원(서편),전라북도 군산시 나운동 은파순환길 9
8,물빛다리,전라북도 군산시 나운동
9,은파호수공원(동편),전라북도 군산시 지곡동 415-6
10,수시탑,전라북도 군산시 금동 35-20
11,선유도해수욕장,전라북도 군산시 금동 35-20
12,신시도어촌체험휴양마을,전라북도 군산시 옥도면 신시도리 248 옥도면 신시도리 248번지 군산시 전라북도 KR 54000
13,군산말랭이마을,전라북도 군산시 해신동 32-35
