,0,1
0,성당포구마을,전라북도 익산시 성당면 성당리 425
1,국립익산박물관,전라북도 익산시 금마면 미륵사지로 362
2,웅포관광지,전라북도 익산시 웅포면 웅포리
3,왕궁리유적,전라북도 익산시 왕궁면 왕궁리 산80-1
4,익산 미륵사지,전라북도 익산시 금마면 기양리 97
5,익산 문화예술의거리,전라북도 익산시 중앙동1가 91
6,백제왕궁박물관,전라북도 익산시 왕궁면 궁성로 666
7,수덕호,전라북도 익산시 신동
8,익산보석박물관,전라북도 익산시 왕궁면 호반로 8
9,화석전시관,전라북도 익산시 왕궁면 호반로 8
10,배산체육공원,전라북도 익산시 모현동2가 186-1
11,숭림사,전라북도 익산시 모현동2가 186-1
12,천호동굴,전라북도 익산시 여산면 호산리
13,익산 쌍릉,전라북도 익산시 석왕동 산55
