index,name,address,description,latitude,longitude,level
0,암마이봉,전라북도 진안군 마령면 동촌리,",",35.7605732,127.4115241,1
3,데미샘,전라북도 진안군 백운면 신암리,",",35.953483950000006,126.9710484,1
5,백운동계곡,전북 진안군 백운면 백암리 백운동부락,",",37.6467323,126.9730688,1
12,마이산도립공원,전라북도 진안군 진안읍 전진로 3071-31,",",35.7626357,127.4165606,1
