,0,1
0,전주 한옥마을,전라북도 전주시 완산구 풍남동3가 기린대로 99
1,덕진공원,전라북도 전주시 덕진구 덕진동1가 권삼득로 390
2,경기전,전라북도 전주시 완산구 태조로 44
3,자만벽화마을,전라북도 전주시 한옥레일바이크
4,청연루,전라북도 전주시 완산구 동서학동 940-2
5,전주동물원,전라북도 전주시 덕진구 덕진동1가 소리로 68
6,아중호수,전라북도 전주시 덕진구 우아동1가
7,호남제일문,전라북도 전주시 덕진구 여의동
8,전주향교,전라북도 전주시 완산구 향교길 139
9,전주한옥 레일바이크,전라북도 전주시 덕진구 우아동1가 동부대로 420 한옥레일바이크
10,객리단길,전라북도 전주시 완산구 중앙동2가 10-1
11,한벽당,전라북도 전주시 완산구 중앙동2가 10-1
12,Visit jeonju,전라북도 전주시 완산구 서노송동 568-1 KR
13,한국도로공사 전주수목원,전라북도 전주시 덕진구 반월동 848
